year,oshpd_id2,oshpd_id,FACILITY_NAME,COUNTY_NAME,Control_Type_Desc,LICENSE_CATEGORY_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,LICENSED_BED_SIZE,TRAUMA_CENTER_DESC,CONGRESS_DIST,ASSEMBLY_DIST,SENATE_DIST,MSSA_NAME,MSSA_DESIGNATION,RURAL_HOSPITAL_DESC,TEACHING_HOSPITAL_DESC,ER_SERVICE_LEVEL_DESC,Sex_Female,Sex_Male,Sex_Unk,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Home_Health_Service,Hospice_Care,Rehab,Disaster_Care_Site,Prison_Jail,Psychiatric_Care,Residential_Care,Routine,SN_IC_Care,Childrens_or_Cancer,CAH,Not_Defined_Elsewhere,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,Unknown_Payer,ED_Visit,All_Other,English,Spanish,a_Sex_Female,a_Sex_Male,a_Sex_Other_Unk,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Other_Race,a_Unknown_Race,a_White,a_Native_American_Es,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Rehab,a_Disaster_Care_Site,a_Residential_Care,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer,a_CAH,a_Not_Defined_Elsewhere,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_SelfPay,a_Unknown_Payer,Inpatient_from_ED,a_All_Other,a_English,a_Spanish,datayear,LICENSED_BED_TOTAL,EMS_STATION,Invalid_Blank_Disp,Other_Disp,a_Invalid_Blank_Disp,a_Other_Disp
2015,106371394,371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,SAN DIEGO,Nonprofit - Corporation,General Acute Care Hospital,354 SANTA FE DRIVE,ENCINITAS,92024,Beds 150-199,,49,76,36,Encinitas Central/Leucadia/Oceanside North and West/San Luis Rey/South Oceanside,Urban,N/A,N/A,Emergency - Basic,22008,17589,,3256,3504,4981,4986,4794,5052,4447,3369,4705,503,,1092,1074,7291,51,1388,174,28527,1267,1325,37,88,13,10,,,122,4,36532,182,3,,,9385,10474,1086,16169,2483,,39597,206,37495,1896,3725,3165,,66,274,415,540,876,1131,1263,2325,,,,227,160,808,174,31,5483,7,204,97,193,1283,124,,18,3454,1218,1,256,37,,,5,970,4262,59,1496,103,,6890,55,6506,329,2015,194,38,,14,,
2015,106380857,380857,KAISER FND HOSP - SAN FRANCISCO,SAN FRANCISCO,Nonprofit - Corporation,General Acute Care Hospital,2425 GEARY BOULEVARD,SAN FRANCISCO,94115,Beds 200-299,,12,19,11,Laurel Heights/Ocean Beach North/Richmond/Sutro Heights,Urban,N/A,Teaching,Emergency - Basic,15688,15984,,2140,1784,5320,4852,4086,3995,3612,2605,2845,433,,6843,4768,5449,81,1323,686,12522,41,180,37,139,57,43,,3,299,,30609,175,,1,88,3066,7195,938,18187,2285,1,31672,2138,27455,2079,2158,2180,1,69,210,393,332,486,798,794,1129,43,85,,1331,595,521,80,18,1785,9,51,47,151,562,16,1,1,2947,410,,141,9,,,3,183,2408,18,1667,63,,4339,495,3640,204,2015,247,24,,,,
2015,106380929,380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,SAN FRANCISCO,Nonprofit - Corporation,General Acute Care Hospital,2333 BUCHANAN STREET,SAN FRANCISCO,94115,Beds 300-499,,12,19,11,Cow Hollow/Financial District/Marina/Nob Hill/Pacific Heights/Russian Hill/Seacliff,Urban,N/A,Teaching,Emergency - Basic,15616,14634,2,6514,2438,2743,3218,3016,3142,3035,2257,2620,1268,1,7830,3027,2249,144,1577,324,15101,180,252,34,143,12,3,,1,38,3,29209,88,,5,118,7239,5648,406,15225,1664,70,30252,4225,25539,488,4403,4240,,173,306,507,649,1056,1421,1441,2613,155,322,,2433,831,615,325,67,4328,44,186,180,334,1187,62,,33,5293,1127,,191,36,2,2,7,1288,4064,107,3063,121,,8643,1832,6619,192,2015,309,19,133,33,3,
2015,106380933,380933,CALIFORNIA PACIFIC MED CTR-DAVIES CAMPUS,SAN FRANCISCO,Nonprofit - Corporation,General Acute Care Hospital,601 DUBOCE AVENUE,SAN FRANCISCO,94117,Beds 200-299,,12,17,11,Buena Vista/Castro/Eureka Valley/Forest Hill/Haight-Ashbury/Noe Valley/West of Twin Peaks,Urban,N/A,N/A,Emergency - Basic,5288,8445,2,130,310,2272,2668,2830,2454,1547,870,640,14,,1093,2090,1235,46,373,508,8390,135,188,5,42,5,2,,1,64,2,13022,20,,15,125,3730,2644,407,5181,1750,23,13735,364,13041,330,688,1116,,14,104,158,251,291,343,284,359,,,,221,246,179,43,28,1080,7,65,72,44,175,31,,5,1102,254,,38,3,1,5,9,377,772,55,551,49,,1804,135,1581,88,2015,227,11,80,29,,
2015,106380939,380939,SAN FRANCISCO GENERAL HOSPITAL,SAN FRANCISCO,Public - City or County,General Acute Care Hospital,1001 POTRERO AVENUE,SAN FRANCISCO,94110,Beds 500+,Level I,12,17,11,Bernal Heights/Mission District/Potrero Hill,Urban,N/A,Teaching,Emergency - Comprehensive,22060,33877,,2017,2312,11323,10955,10226,10327,5571,1655,1000,545,6,6614,13717,16570,734,1815,1644,14843,1522,23,1,,,,1,76,181,28,54097,2,,,,35035,11106,585,8464,747,,55937,3023,42753,10161,3956,6968,,233,1163,1384,1917,2505,1911,816,824,45,125,1,1838,2524,2700,343,212,3307,,125,461,293,380,,,305,7900,1034,157,29,161,,,77,6377,3026,245,979,297,,10924,909,8695,1320,2015,539,24,,6,,2
2015,106380960,380960,ST. FRANCIS MEMORIAL HOSPITAL,SAN FRANCISCO,Nonprofit - Corporation,General Acute Care Hospital,900 HYDE STREET,SAN FRANCISCO,94109,Beds 200-299,,12,17,11,Cow Hollow/Financial District/Marina/Nob Hill/Pacific Heights/Russian Hill/Seacliff,Urban,N/A,N/A,Emergency - Basic,12374,19700,2,380,713,6070,5784,6204,6346,4025,1277,1222,55,,3390,7326,3781,66,945,529,16039,255,602,11,22,7,2,,13,26,7,31044,77,,,10,11248,6526,3676,5942,4684,,32076,1394,29854,828,1379,2112,,26,238,334,432,639,652,425,741,,4,,875,644,255,73,50,1589,5,51,567,135,355,106,,21,1869,228,1,17,35,64,,3,1216,1488,120,582,85,,3491,563,2859,69,2015,288,19,,,,39
2015,106380964,380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKES CAMPUS,SAN FRANCISCO,Nonprofit - Corporation,General Acute Care Hospital,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,94110,Beds 200-299,,12,17,11,Bernal Heights/Mission District/Potrero Hill,Urban,N/A,N/A,Emergency - Basic,12422,10941,1,2324,1779,4153,3831,3600,3277,1839,1032,1015,513,1,2201,6352,8947,61,571,124,5108,188,239,7,25,4,3,,6,138,4,22437,12,6,16,114,12697,3504,293,3851,2981,38,23364,623,17873,4868,1181,986,,16,92,157,233,381,360,365,535,16,12,,431,487,659,47,9,523,11,97,68,49,368,5,,3,1222,302,,37,7,,3,6,677,1061,12,367,48,2,2167,252,1472,443,2015,228,10,128,37,,
2015,106380965,380965,"ST. MARYS MEDICAL CENTER, SAN FRANCISCO",SAN FRANCISCO,Nonprofit - Corporation,General Acute Care Hospital,450 STANYAN STREET,SAN FRANCISCO,94117,Beds 300-499,,12,17,11,Buena Vista/Castro/Eureka Valley/Forest Hill/Haight-Ashbury/Noe Valley/West of Twin Peaks,Urban,N/A,Teaching,Emergency - Basic,7399,8811,1,119,688,2983,2366,2443,2512,1871,1332,1883,14,,2849,2371,1269,24,106,258,9334,119,402,30,84,8,4,,4,79,51,15255,172,,,3,4492,4762,353,4438,2166,,16211,1381,14639,191,1292,1347,,30,79,98,140,272,414,448,1158,,,,798,251,140,15,29,1404,2,20,272,133,512,41,,47,1190,321,,71,7,22,,2,409,1639,53,525,13,,2639,616,1980,43,2015,403,13,,,,1
2015,106381154,381154,UCSF MEDICAL CENTER,SAN FRANCISCO,Public - University of California,General Acute Care Hospital,505 PARNASSUS AVENUE,SAN FRANCISCO,94143,Beds 500+,,12,19,11,Buena Vista/Castro/Eureka Valley/Forest Hill/Haight-Ashbury/Noe Valley/West of Twin Peaks,Urban,N/A,Teaching,Emergency - Basic,19105,18496,10,6348,3308,5744,5156,4448,4364,3365,1806,1552,1518,2,6484,6245,5663,161,3212,1229,14617,205,,36,32,9,19,,11,666,19,36533,71,1,2,,13019,6449,558,13150,4435,,37611,3041,33131,1439,4727,5012,1,457,668,712,1029,1511,1781,1175,1605,225,577,,2106,1337,1263,614,194,4186,40,126,88,372,1834,159,,76,5561,1222,5,201,91,4,1,,2759,4261,21,2588,111,,9740,1538,7692,510,2015,580,33,7,,,
2015,106382715,382715,CHINESE HOSPITAL,SAN FRANCISCO,Nonprofit - Corporation,General Acute Care Hospital,845 JACKSON STREET,SAN FRANCISCO,94133,Beds 50-99,,12,17,11,Chinatown/Civic Center/Inner Mission/North Beach/South of Market/Tenderloin/Western Addition,Urban,N/A,N/A,Emergency - Standby,2714,2199,,136,168,376,255,412,589,811,890,1270,6,,4382,157,74,,25,20,255,78,58,2,2,,,,,,,4773,,,,,1232,1338,58,2064,221,,4913,4167,734,12,722,657,,1,16,15,44,68,132,317,786,,,,1346,9,3,,,21,,24,14,39,524,,,,585,192,,,,1,,,99,1177,2,98,3,,1379,1296,83,,2015,54,5,,,,
2015,106390846,390846,DAMERON HOSPITAL,SAN JOAQUIN,Nonprofit - Corporation,General Acute Care Hospital,525 WEST ACACIA,STOCKTON,95203,Beds 200-299,,9,13,5,French Camp/Stockton South/Stockton Southeast,Urban,N/A,N/A,Emergency - Basic,23240,17565,1,5461,4219,7288,5695,4842,4919,3313,1992,1918,1159,,2919,10764,14139,56,1236,96,11596,530,2092,75,64,9,1,,,201,5,37494,335,,,,22479,6113,814,9591,1809,,40806,470,38407,1929,2455,2127,,92,233,300,434,810,893,781,916,41,82,,494,845,1091,143,12,1990,7,121,1010,207,489,,,11,2644,,2,77,16,2,,1,1400,2299,49,809,25,,4582,161,4231,190,2015,202,13,,,,2
2015,106390923,390923,LODI MEMORIAL HOSPITAL,SAN JOAQUIN,Nonprofit - Corporation,General Acute Care Hospital,975 SOUTH FAIRMONT AVENUE,LODI,95240-5179,Beds 150-199,,9,9,5,Lodi,Urban,N/A,N/A,Emergency - Basic,21041,16766,2,5536,4191,5919,5027,4236,4150,3028,2106,2310,1306,,1552,1283,12234,29,872,115,21724,1097,1733,38,25,10,,,155,116,,34386,242,7,,,20849,7165,1161,7294,1340,,37809,508,31921,5380,3368,2987,,95,298,378,523,959,1092,1134,1733,44,99,,251,160,1132,50,11,4744,7,509,137,185,742,7,,,3580,992,2,176,21,,,,1785,3769,70,682,49,,6355,167,5608,580,2015,190,28,,,,4
2015,106391010,391010,SAN JOAQUIN GENERAL HOSPITAL,SAN JOAQUIN,Public - City or County,General Acute Care Hospital,500 WEST HOSPITAL ROAD,FRENCH CAMP,95231,Beds 150-199,Level III,9,13,5,French Camp/Stockton South/Stockton Southeast,Urban,N/A,Teaching,Emergency - Basic,15129,18223,1,3228,3100,6494,5614,4813,5003,2820,916,523,842,,2505,6943,14472,71,975,128,8259,334,438,51,1,,,,1636,69,363,30352,73,35,1,,22033,3229,1878,2170,4043,,33353,1129,26674,5550,1759,3545,2,155,582,709,795,1270,945,438,298,57,57,,496,1002,1963,74,23,1732,16,1,1220,137,312,,,,2982,,409,,,224,,,2476,1103,1056,355,316,,5306,254,4298,754,2015,196,19,,,21,
2015,106391042,391042,ST. JOSEPHS MEDICAL CENTER OF STOCKTON,SAN JOAQUIN,Nonprofit - Corporation,General Acute Care Hospital,1800 NORTH CALIFORNIA STREET,STOCKTON,95204,Beds 300-499,,9,13,5,Stockton North Central/Stockton Northeast,Urban,N/A,N/A,Emergency - Basic,33103,26100,2,8566,5490,10417,8344,6934,7555,4598,2768,2478,2055,,4750,11940,24274,350,1170,807,15914,556,5624,144,70,4,3,,40,538,28,51966,187,25,,19,37433,10771,753,6605,3643,,59205,1808,50822,6575,5688,5105,,160,544,665,988,1883,2221,1971,2101,115,145,,1330,1607,2936,215,37,4610,58,82,1173,152,835,13,,56,6002,940,11,49,6,79,2,9,3785,5740,117,1079,72,,10793,899,8913,981,2015,366,36,,1,1383,1
2015,106391056,391056,SUTTER TRACY COMMUNITY HOSPITAL,SAN JOAQUIN,Nonprofit - Corporation,General Acute Care Hospital,1420 NORTH TRACY BOULEVARD,TRACY,95376,Beds 50-99,,10,13,5,Tracy,Urban,N/A,N/A,Emergency - Basic,19412,15291,1,5846,4342,5774,5342,4136,3683,2071,1306,1082,1122,,3264,3272,14446,164,2167,55,11336,259,187,16,470,15,,,32,58,1,32978,122,2,17,367,18803,3832,1182,8207,2640,40,34704,1697,28995,4012,1545,1295,,57,185,244,320,437,504,470,575,11,37,,341,211,803,128,1,1351,5,185,47,67,240,12,,9,1835,362,,66,9,,3,4,724,1339,70,648,59,,2840,208,2327,305,2015,81,14,125,55,1,
2015,106392287,392287,DOCTORS HOSPITAL OF MANTECA,SAN JOAQUIN,Investor - Corporation,General Acute Care Hospital,1205 EAST NORTH STREET,MANTECA,95336,Beds 50-99,,10,12,5,Lathrop/Manteca,Urban,N/A,N/A,Emergency - Basic,18666,12857,,5392,3769,5379,4487,3493,3264,2053,1422,1302,962,,581,1658,11466,33,2892,296,14597,389,658,10,41,2,,,,46,,30339,33,1,,,10296,4668,809,14346,1404,,31523,227,30231,1065,1426,1121,,19,115,148,220,301,499,533,704,1,7,,65,105,523,163,17,1672,2,114,44,74,368,5,,13,1359,466,1,92,5,,,6,207,1485,211,622,22,,2547,30,2432,85,2015,73,11,4,,,
2015,106394009,394009,KAISER FND HOSP-MANTECA,SAN JOAQUIN,Nonprofit - Corporation,General Acute Care Hospital,1777 WEST YOSEMITE AVENUE,MANTECA,95336,Beds 50-99,,10,12,5,Banta/Escalon/Ripon/Vernalis,Rural,N/A,N/A,Emergency - Basic,37782,30820,,8255,7990,9545,8566,8246,8702,6763,4946,4167,1421,1,4798,5872,23599,341,1425,362,32205,1268,902,41,22,81,67,,5,352,23,64802,350,2,8,679,9071,13791,1151,40540,4049,,68602,602,63343,4657,2737,2686,,122,222,286,433,850,1146,1108,1066,80,110,,384,447,1190,38,1,3342,21,235,37,185,370,7,,50,3795,605,,116,15,1,2,4,165,3055,15,2130,58,,5423,71,5098,254,2015,99,10,,,1,
2015,106400466,400466,"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE",SAN LUIS OBISPO,Nonprofit - Corporation,General Acute Care Hospital,345 SOUTH HALCYON ROAD,ARROYO GRANDE,93420,Beds 50-99,,24,35,17,Arroyo Grande/Nipomo/Oceano/Pismo Beach,Rural,N/A,N/A,Emergency - Basic,12931,10401,,2284,2370,3094,3009,2577,2916,2589,2093,2086,314,,278,253,5381,62,563,248,16547,322,72,21,18,1,10,,39,45,16,22728,24,3,8,25,7184,6315,731,7370,1680,52,23332,109,22158,1065,1039,813,,15,74,111,114,231,337,405,563,,2,,31,10,202,27,9,1569,4,113,33,59,229,70,,13,986,273,,67,9,,,,331,1199,37,273,12,,1852,4,1786,62,2015,67,12,,,,
2015,106400480,400480,FRENCH HOSPITAL MEDICAL CENTER,SAN LUIS OBISPO,Nonprofit - Corporation,General Acute Care Hospital,1911 JOHNSON AVENUE,SAN LUIS OBISPO,93401,Beds 100-149,,24,35,17,San Luis Obispo,Rural,N/A,N/A,Emergency - Basic,9262,7811,1,793,1117,2324,2030,1690,2384,2461,1943,2204,128,,299,270,1922,41,288,210,14044,130,51,23,42,29,4,,35,97,3,16553,74,,,33,3565,6201,735,5583,838,152,17074,111,16425,538,1121,1213,,10,70,71,116,293,495,526,753,,,,35,22,109,33,29,2102,4,39,28,78,398,61,,41,1058,512,7,103,5,,,1,278,1571,70,400,15,,2334,17,2288,29,2015,103,14,,,,3
2015,106400524,400524,SIERRA VISTA REGIONAL MEDICAL CENTER,SAN LUIS OBISPO,Investor - Corporation,General Acute Care Hospital,1010 MURRAY STREET,SAN LUIS OBISPO,93405,Beds 150-199,Level III,24,35,17,San Luis Obispo,Rural,N/A,N/A,Emergency - Basic,11580,10386,,2179,2785,4506,2670,2122,2611,2009,1222,1332,530,,387,403,3006,22,1602,231,16315,179,83,39,65,16,1,,,67,1,21441,73,,,,4129,4169,996,10954,1718,,21966,108,21194,664,1161,1265,,107,196,166,191,347,475,318,494,56,76,,51,37,242,92,18,1980,6,79,42,66,286,46,,25,1352,420,52,43,6,3,,6,480,1057,301,550,38,,2426,10,2362,54,2015,164,11,,1,,
2015,106400548,400548,TWIN CITIES COMMUNITY HOSPITAL,SAN LUIS OBISPO,Investor - Corporation,General Acute Care Hospital,1100 LAS TABLAS ROAD,TEMPLETON,93465,Beds 100-149,,24,35,17,Atascadero/Templeton,Urban,Rural,N/A,Emergency - Basic,18437,14884,4,4043,3524,5207,4434,3668,4032,3193,2198,2357,669,,253,736,6581,33,587,282,24853,469,103,48,206,16,3,,,84,2,32257,118,19,,,10664,7305,1550,11892,1914,,33325,134,30998,2193,1582,1576,,32,134,214,301,475,578,534,885,,5,,33,91,330,32,30,2640,2,98,32,107,764,20,,14,1358,538,117,67,40,,,3,542,1806,280,481,49,,3158,14,3042,102,2015,122,23,,,,
2015,106410782,410782,SAN MATEO MEDICAL CENTER,SAN MATEO,Public - City or County,General Acute Care Hospital,222 WEST 39TH AVENUE,SAN MATEO,94403,Beds 500+,,14,22,13,Burlingame Hills/Burlingame Southwest/Hillsborough/Hillsdale/Millbrae West/San Bruno Central/San Mateo West,Urban,N/A,N/A,Emergency - Basic,18896,19128,,2361,2656,6754,7624,6553,6235,3576,1274,555,436,,1578,609,24824,192,2863,89,7869,477,142,20,1,1,3,,462,804,,35718,25,,53,223,28019,3432,2447,1676,2450,,38024,1116,19838,17070,1316,1707,,65,326,410,452,683,533,312,226,2,14,,184,78,2110,108,6,527,10,116,62,55,45,2,,1,2391,232,48,20,38,1,3,1,1884,806,54,108,171,,3023,163,1966,894,2015,509,15,,95,,8
2015,106410806,410806,KAISER FND HOSP - SOUTH SAN FRANCISCO,SAN MATEO,Nonprofit - Corporation,General Acute Care Hospital,1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,94080,Beds 100-149,,14,19,13,Brisbane/Burlingame Northeast/Colma/Daly City East/Millbrae East/San Bruno/South San Francisco,Urban,N/A,N/A,Emergency - Basic,17663,16875,,3200,2797,4482,4085,3848,4578,3996,3316,3779,457,,10069,2338,9359,86,1062,498,11126,279,196,27,369,57,8,,66,152,,33114,156,3,,111,2425,8504,878,19468,3263,,34538,1248,30428,2862,1922,2002,,12,118,159,215,438,783,931,1268,,,,1180,281,608,22,6,1815,12,230,22,144,904,23,,1,2007,411,1,166,2,,,13,94,2650,9,1116,55,,3924,173,3532,219,2015,120,19,,,,
2015,106410817,410817,SETON MEDICAL CENTER,SAN MATEO,Nonprofit - Corporation,General Acute Care Hospital,1900 SULLIVAN AVENUE,DALY CITY,94015,Beds 300-499,,14,19,11,Broadmoor Village/Daly City West/San Bruno Northwest/Serramonte/Westborough,Urban,N/A,N/A,Emergency - Basic,13386,10887,,2402,2185,4096,3459,3003,2951,2306,1642,1877,352,,891,193,16097,16,595,2175,4306,253,772,56,3,5,1,,11,23,,22992,141,,,,10479,5117,668,6211,1654,144,24273,3530,18545,2198,2587,2189,,18,130,185,303,568,780,1052,1740,,,,2078,257,685,46,17,1685,8,102,74,221,708,4,,7,2526,1055,1,50,,,,,697,3456,213,370,40,,4776,1505,2908,363,2015,357,18,,16,1,27
2015,106410828,410828,SETON COASTSIDE,SAN MATEO,Nonprofit - Corporation,General Acute Care Hospital,600 MARINE BOULEVARD,MOSS BEACH,94038,Beds 100-149,,14,22,13,El Granada/Half Moon Bay/Miramar/Montara/Moss Beach/Princeton by the Sea/Skyline,Rural,N/A,N/A,Emergency - Standby,1716,1552,,507,411,426,402,370,468,347,167,113,57,,5,,2175,,17,326,745,187,48,1,,,,,,,,3001,31,,,,1451,492,119,969,234,3,3268,64,2361,843,1,1,,,,,1,,1,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,1,1,,,,,2,1,1,,2015,121,7,,,,
2015,106410852,410852,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,Nonprofit - Corporation,General Acute Care Hospital,1501 TROUSDALE DRIVE,BURLINGAME,94010,Beds 200-299,,14,22,13,Burlingame Hills/Burlingame Southwest/Hillsborough/Hillsdale/Millbrae West/San Bruno Central/San Mateo West,Urban,N/A,N/A,Emergency - Basic,22225,18965,1,4701,3577,5301,5523,4963,5209,3789,3153,4115,860,,6662,1790,10625,45,1771,403,19895,218,192,55,147,24,2,,30,303,16,39682,135,7,15,133,11936,9795,1411,15296,2666,87,41191,1530,36855,2806,4082,3642,,295,395,479,550,1004,1121,1332,2526,15,7,,1321,334,1010,230,25,4793,11,152,65,301,1411,48,,46,4255,1111,,267,57,,1,7,1011,4674,78,1772,189,,7724,482,6976,266,2015,241,23,134,98,3,
2015,106410891,410891,SEQUOIA HOSPITAL,SAN MATEO,Nonprofit - Corporation,General Acute Care Hospital,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,94062,Beds 200-299,,18,22,13,Belmont/Devonshire/Emerald Lake/Farm Hills/Palomar Park/San Carlos West/The Highlands,Urban,N/A,N/A,Emergency - Basic,11031,8314,2,2129,1882,2568,2399,2332,2512,1834,1428,1924,339,,1362,664,5413,3,550,438,10917,2,340,14,6,16,,,9,15,186,18507,143,53,43,4,5866,4496,721,6892,1372,,19347,106,17469,1772,1247,1024,,8,46,87,141,228,343,431,987,,,,167,74,211,44,30,1745,,10,210,38,185,4,,11,1220,227,,34,2,5,,,160,1603,7,470,31,,2271,30,2133,108,2015,208,12,,9,325,
2015,106414139,414139,KAISER FND HOSP - REDWOOD CITY,SAN MATEO,Nonprofit - Corporation,General Acute Care Hospital,1100 VETERANS BLVD.,REDWOOD CITY,94063,Beds 100-149,,14,22,13,Atherton/Lindenwood/Menlo Oaks/Menlo Park/Redwood City Central/Sharon Heights/West Menlo Park/Woodside/Woodside Hills,Urban,N/A,N/A,Emergency - Basic,14104,12872,,2465,2183,3569,3480,3166,3642,2855,2297,2877,442,,3582,1681,7859,83,445,340,12986,110,263,37,128,59,18,,61,200,3,25882,100,4,13,98,2446,6463,776,14760,2531,,26976,453,23714,2809,1510,1374,,29,79,131,163,392,451,575,1059,3,1,1,407,172,401,24,11,1868,1,153,24,158,486,22,,,1458,423,1,148,9,,,2,105,1857,9,855,58,,2884,92,2633,159,2015,149,24,,,,
2015,106420483,420483,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,Nonprofit - Corporation,General Acute Care Hospital,351 SOUTH PATTERSON AVENUE,SANTA BARBARA,93111,Beds 100-149,,24,37,19,Goleta South/Isla Vista/Santa Barbara South,Urban,N/A,N/A,Emergency - Basic,10271,9649,,1678,3087,4575,1877,1756,2075,1694,1195,1745,238,,1008,576,5669,33,35,100,12499,750,418,6,,4,,,468,19,51,17877,80,1,,246,4679,3953,1031,8580,1677,,19920,166,18145,1609,288,229,,29,64,21,50,60,66,49,178,,,,25,4,103,,1,384,,9,7,4,28,12,,11,318,99,13,7,,,1,8,61,275,62,101,18,,517,5,465,47,2015,122,9,,,,
2015,106420491,420491,LOMPOC VALLEY MEDICAL CENTER,SANTA BARBARA,Public - District,General Acute Care Hospital,1515 E. OCEAN AVENUE,LOMPOC,93436,Beds 150-199,,24,35,19,Lompoc/Mission Hills/Vandenberg,Rural,Rural,N/A,Emergency - Basic,12918,10165,,3227,2431,4622,3336,2435,2482,1657,1081,1139,673,,341,1739,9508,45,820,172,10458,575,1228,17,37,6,11,,223,166,1,20712,56,50,,1,12271,4892,2004,2676,1240,,23083,57,20866,2160,943,769,,38,161,153,147,255,262,266,389,12,29,,44,115,517,30,15,988,3,8,142,29,66,5,,124,1183,13,38,14,7,83,,,453,885,86,271,17,,1712,1,1576,135,2015,170,12,,,,
2015,106420493,420493,MARIAN REGIONAL MEDICAL CENTER,SANTA BARBARA,Nonprofit - Corporation,General Acute Care Hospital,1400 EAST CHURCH STREET,SANTA MARIA,93454,Beds 300-499,Level III,24,35,19,Orcutt/Santa Maria,Urban,N/A,N/A,Emergency - Basic,37804,30705,1,12225,8203,10755,8694,6643,6769,4657,3471,3924,3169,,1311,1438,42566,62,364,804,21965,214,280,51,22,10,14,,821,260,16,66639,105,1,41,36,34546,11957,1969,16074,3718,246,68510,408,50574,17528,3703,3455,,219,528,540,606,1028,1114,1042,1726,150,205,,246,163,2862,57,83,3741,6,143,55,280,686,162,,43,4650,965,14,134,17,,1,8,2089,3485,192,1286,99,7,7158,65,5863,1230,2015,435,32,,,,
2015,106420514,420514,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,Nonprofit - Corporation,General Acute Care Hospital,400 W. PUEBLO STREET,SANTA BARBARA,93102,Beds 300-499,Level II & Level II - Ped,24,37,19,Goleta North/Mission Canyon/Montecito/Riviera/Santa Barbara North,Urban,N/A,Teaching,Emergency - Basic,20308,19621,,3916,3566,6826,4911,4467,5124,4187,2556,3440,936,,777,1223,13579,29,70,256,23995,201,1262,64,16,13,5,,489,776,54,36765,274,1,,9,12937,9166,1510,12554,3762,,39929,314,34510,5105,4100,4140,,232,583,574,743,1206,1424,1156,2001,110,211,,150,182,1695,7,40,6160,6,55,126,262,381,277,1,55,5596,1210,14,163,45,,,55,999,4308,828,1857,248,,8240,49,7496,695,2015,412,20,,,,
2015,106420522,420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SANTA BARBARA,Nonprofit - Corporation,General Acute Care Hospital,2050 VIBORG ROAD,SOLVANG,93463,Beds 1-49,,24,37,19,Buellton/Los Olivos/Santa Ynez/Solvang,Rural,Rural,N/A,Emergency - Standby,4302,3484,,677,719,831,771,738,984,995,857,1103,111,,104,79,1570,61,15,44,5913,369,41,8,5,2,,,80,15,19,7045,19,,,183,1689,2544,438,2659,456,,7786,54,7280,452,120,70,,,6,2,4,11,21,37,109,,,,2,1,10,,,176,1,14,2,9,20,1,,3,116,23,,1,,,,1,6,160,8,11,5,,190,2,186,2,2015,11,6,,,,
2015,106430705,430705,REGIONAL MEDICAL OF SAN JOSE,SANTA CLARA,Investor - Corporation,General Acute Care Hospital,225 NORTH JACKSON AVENUE,SAN JOSE,95116,Beds 200-299,Level II,19,27,15,Berryessa/East San Jose/Milpitas East,Urban,N/A,N/A,Emergency - Basic,41060,35440,,12312,9660,13517,11091,9628,7914,4757,2784,2459,2378,,13628,3424,47051,21,457,2,11917,888,1718,161,1,,,,357,231,4,73072,44,1,1,14,22312,8864,24602,10637,10085,,76500,4928,55399,16173,6761,6512,,257,876,955,1285,1980,2187,2297,3272,62,102,,4865,540,4898,169,,2796,5,354,375,443,710,143,,68,8840,2086,13,189,14,,14,21,4049,6305,346,2275,298,,13273,3079,8419,1775,2015,249,27,,8,3,
